"registrim","regisannee","sigle","nbcours","etudiants"
"2","2017","MBA8S92","2","36"
"2","2017","MBA8T1D","1","19"
"1","2017","MBA8T21","1","19"
"2","2017","MBA8T2B","1","26"
"2","2017","MDT8433","1","11"
"2","2017","MEA8020","2","25"
"2","2017","MET1300","3","105"
"2","2017","MET2100","5","277"
"2","2017","MET3122","1","54"
"2","2017","MET3220","1","57"
"2","2017","MET3224","1","40"
"2","2017","MET4261","4","207"
"2","2017","MET5122","1","33"
"2","2017","MET8200","1","11"
"2","2017","MET8610","1","11"
"2","2017","MET8920","1","18"
"2","2017","MGL7240","1","10"
"2","2017","MGL7560","1","29"
"2","2017","MGP700B","2","19"
"2","2017","MGP700C","2","18"
"2","2017","MGP7121","1","15"
"2","2017","MGP7123","1","26"
"2","2017","MGP7130","1","17"
"2","2017","MGP7136","1","11"
"2","2017","MGP7206","1","23"
"2","2017","MGP7208","1","12"
"2","2017","MGP7210","1","5"
"2","2017","MGP7211","1","12"
"2","2017","MGP7216","1","20"
"2","2017","MGP7217","1","18"
"2","2017","MGP7220","1","22"
"2","2017","MGP7900","2","48"
"2","2017","MGP8192","1","2"
"2","2017","MKG3300","6","250"
"2","2017","MKG5301","1","50"
"2","2017","MKG5305","1","30"
"2","2017","MKG5321","1","44"
"2","2017","MKG5329","1","16"
"2","2017","MKG8409","1","11"
"2","2017","MKG8412","1","7"
"2","2017","MKG8425","1","43"
"2","2017","MOS5140","1","25"
"2","2017","MUS8230","1","16"
"2","2017","ORH1163","7","247"
"2","2017","ORH1600","4","163"
"2","2017","ORH1610","1","35"
"2","2017","ORH1620","1","40"
"2","2017","ORH1630","2","90"
"2","2017","ORH1640","1","49"
"2","2017","ORH2010","1","43"
"2","2017","ORH2130","1","50"
"2","2017","ORH2162","1","38"
"2","2017","ORH3160","2","47"
"2","2017","ORH3630","1","42"
"2","2017","ORH5435","1","57"
"2","2017","ORH5439","1","44"
"2","2017","ORH5610","1","39"
"2","2017","ORH6000","2","78"
"2","2017","ORH6950","1","29"
"2","2017","ORH7418","1","10"
"2","2017","ORH8402","2","27"
"2","2017","ORH8411","1","21"
"2","2017","ORH8418","2","43"
"2","2017","POL1400","1","64"
"2","2017","POL1501","1","62"
"2","2017","POL1600","1","65"
"2","2017","POL1800","1","50"
"2","2017","POL4422","1","27"
"2","2017","POL4441","1","36"
"2","2017","POL4492","1","35"
"2","2017","POL4701","1","33"
"2","2017","POL5875","1","27"
"2","2017","PRM1111","1","4"
"2","2017","PRM1212","1","17"
"2","2017","PRM3001","1","5"
"2","2017","PRM3003","1","2"
"2","2017","PRM3004","1","4"
"2","2017","PRM3011","1","2"
"2","2017","PRM3016","1","3"
"3","2017","PSY2682","1","42"
"2","2017","PSY4020","1","48"
"2","2017","PSY4060","1","42"
"2","2017","PSY4100","1","95"
"2","2017","PSY4110","1","97"
"2","2017","PSY8414","1","31"
"3","2017","PSY9421","1","23"
"2","2017","PSY9430","1","14"
"2","2017","PSY9532","1","9"
"2","2017","REL2614","1","45"
"2","2017","SCO1240","2","65"
"2","2017","SCO1250","5","211"
"2","2017","SCO2000","2","128"
"2","2017","SCO2001","2","48"
"2","2017","SCO3001","2","71"
"2","2017","SCO3006","1","42"
"2","2017","SCO3008","1","43"
"2","2017","SCO3240","2","76"
"2","2017","SCO4004","1","42"
"2","2017","SCO4240","1","46"
"2","2017","SCO5240","1","48"
"2","2017","SCO6004","1","48"
"2","2017","SCO6008","1","41"
"2","2017","SCO6250","1","51"
"2","2017","SCO7311","4","102"
"2","2017","SCO7313","3","122"
"2","2017","SCO7410","1","43"
"2","2017","SCO8250","1","7"
"2","2017","SCO8801","1","16"
"2","2017","SCT3261","2","67"
"2","2017","SCT6810","1","27"
"2","2017","SCT6820","1","20"
"2","2017","SEX1106","1","76"
"2","2017","SEX1205","1","32"
"2","2017","SEX2207","1","16"
"2","2017","SEX3213","1","44"
"2","2017","SEX4004","1","33"
"2","2017","SEX8305","1","18"
"2","2017","SOC3630","1","37"
"2","2017","SOC6107","1","22"
"2","2017","SOC6221","1","47"
"2","2017","SOC8695","1","11"
"2","2017","SOC8710","1","17"
"2","2017","STT1000","1","49"
"2","2017","TRS1020","1","38"
"2","2017","TRS1550","1","20"
"2","2017","TRS1600","1","35"
"2","2017","TRS2100","1","42"
"2","2017","TRS3150","1","43"
"2","2017","TRS8440","1","16"
