"registrim","regisannee","sigle","nbcours","etudiants"
"3","2016","KIN2710",2,74
"3","2016","KIN2770",2,66
"3","2016","KIN2803",3,67
"3","2016","KIN2910",1,69
"3","2016","KIN3000",3,118
"3","2016","KIN3060",1,59
"3","2016","KIN3343",2,54
"3","2016","KIN3344",1,48
"3","2016","KIN3400",2,78
"3","2016","KIN3610",1,37
"3","2016","KIN3620",1,31
"3","2016","KIN3700",2,75
"3","2016","KIN3740",1,38
"3","2016","KIN3760",1,43
"3","2016","KIN3770",1,38
"3","2016","KIN3790",1,40
"3","2016","KIN3803",3,63
"3","2016","KIN3900",3,74
"3","2016","KIN5421",2,63
"3","2016","KIN5440",2,51
"3","2016","KIN5511",3,115
"3","2016","KIN7410",1,23
"3","2016","KIN7420",1,21
"3","2016","KIN7440",1,21
"3","2016","KIN8611",1,15
"3","2016","LIM3600",1,13
"3","2016","LIN1002",6,283
"3","2016","LIN1009",3,156
"3","2016","LIN1016",3,43
"3","2016","LIN1017",3,53
"3","2016","LIN1018",3,62
"3","2016","LIN1019",3,73
"3","2016","LIN1020",3,121
"3","2016","LIN1021",1,42
"3","2016","LIN1075",3,162
"3","2016","LIN1113",2,64
"3","2016","LIN1130",1,47
"3","2016","LIN1132",1,38
"3","2016","LIN1400",2,110
"3","2016","LIN1601",2,85
"3","2016","LIN1602",1,53
"3","2016","LIN1603",1,57
"3","2016","LIN1611",7,301
"3","2016","LIN1631",1,34
"3","2016","LIN1641",1,36
"3","2016","LIN1651",1,33
"3","2016","LIN1681",1,61
"3","2016","LIN2009",1,18
"3","2016","LIN2150",1,47
"3","2016","LIN2442",1,50
"3","2016","LIN2480",1,18
"3","2016","LIN2520",1,39
"3","2016","LIN2615",1,38
"3","2016","LIN2623",1,22
"3","2016","LIN2692",1,30
"3","2016","LIN3019",1,15
"3","2016","LIN3039",1,12
"3","2016","LIN3580",1,14
"3","2016","LIN8113",2,34
"3","2016","LIN8155",1,20
"3","2016","LIN8203",1,9
"3","2016","LIN8225",1,8
"3","2016","LIN8662",1,9
"3","2016","LIN8995",1,8
"3","2016","LIN920B",1,2
"3","2016","LIN930A",1,9
"3","2016","LIT1006",1,26
"3","2016","LIT1030",1,59
"3","2016","LIT1071",1,17
"3","2016","LIT1555",3,149
"3","2016","LIT1565",1,56
"3","2016","LIT1575",1,51
"3","2016","LIT1618",1,59
"3","2016","LIT1628",2,95
"3","2016","LIT2250",2,44
"3","2016","LIT2865",1,45
"3","2016","LIT4100",1,54
"3","2016","LIT5670",1,62
"3","2016","LIT6245",1,57
"3","2016","LIT851A",2,27
"3","2016","LIT932D",1,7
"3","2016","MAE7864",1,2
"3","2016","MAE7963",1,15
"3","2016","MAE7965",1,2
"3","2016","MAE7967",2,62
"3","2016","MAE796A",1,9
"3","2016","MAE797D",1,1
"3","2016","MAE798D",1,1
"3","2016","MAE7990",1,1
"3","2016","MAE8490",1,26
"3","2016","MAT0339",2,107
"3","2016","MAT0341",1,68
"3","2016","MAT0343",1,63
"3","2016","MAT1002",2,107
"3","2016","MAT1011",3,96
"3","2016","MAT1016",1,42
"3","2016","MAT1026",3,79
"3","2016","MAT1030",2,64
"3","2016","MAT1115",2,166
"3","2016","MAT1150",1,68
"3","2016","MAT1185",1,73
"3","2016","MAT1190",2,103
"3","2016","MAT1250",1,97
"3","2016","MAT1600",2,131
"3","2016","MAT1812",2,63
"3","2016","MAT2027",3,92
"3","2016","MAT2028",1,27
"3","2016","MAT2080",9,490
"3","2016","MAT2150",1,36
"3","2016","MAT2185",1,46
"3","2016","MAT2226",2,38
"3","2016","MAT2720",1,54
"3","2016","MAT3005",1,36
"3","2016","MAT3135",1,33
"3","2016","MAT4681",1,88
"3","2016","MAT7120",1,11
"3","2016","MAT8081",1,9
"3","2016","MAT861B",1,6
"3","2016","MAT865E",1,15
"3","2016","MAT8780",1,10
"3","2016","MAT9180",1,7
"3","2016","MBA8402",4,100
"3","2016","MBA8403",1,27
"3","2016","MBA8410",5,114
"3","2016","MBA8412",4,95
"3","2016","MBA8415",2,38
"3","2016","MBA8416",2,53
"3","2016","MBA8417",3,62
"3","2016","MBA8418",2,23
"3","2016","MBA8422",1,79
"3","2016","MBA8439",1,20
"2","2016","MBA8439",1,30
"3","2016","MBA8495",2,63
"3","2016","MBA8513",1,15
"3","2016","MBA8514",1,15
"3","2016","MDT8001",1,23
"3","2016","MDT8201",1,26
"3","2016","MDT8211",1,6
"3","2016","MDT8301",1,23
"3","2016","MDT8401",1,27
"3","2016","MDT8432",1,12
"3","2016","MEA8010",1,22
"3","2016","MEA8050",1,20
"3","2016","MET1105",2,140
"3","2016","MET1300",16,826
"3","2016","MET1301",2,89
"3","2016","MET2015",1,149
"3","2016","MET2100",24,1271
"3","2016","MET2101",1,22
"3","2016","MET3122",6,377
"3","2016","MET3220",5,331
"3","2016","MET3224",2,123
"3","2016","MET4011",2,134
"3","2016","MET4230",1,66
"3","2016","MET4261",19,950
"3","2016","MET4275",1,45
"3","2016","MET4902",2,81
"3","2016","MET5122",1,30
"3","2016","MET5201",6,404
"3","2016","MET5215",1,55
"3","2016","MET5235",1,65
"3","2016","MET5312",1,46
"3","2016","MET6382",1,17
"3","2016","MET8020",1,12
"3","2016","MET8200",1,18
"3","2016","MET8300",1,9
"3","2016","MET8310",1,9
"3","2016","MET8355",1,25
"3","2016","MET8403",1,17
"3","2016","MET8404",2,29
"3","2016","MET8412",1,15
"3","2016","MET8413",3,54
"3","2016","MET8417",1,25
"3","2016","MET8505",1,11
"3","2016","MET8610",1,13
"3","2016","MET8640",1,22
"3","2016","MET8900",1,15
"3","2016","MGL7250",1,26
"3","2016","MGL7361",1,13
"3","2016","MGP700E",4,72
"3","2016","MGP7016",1,14
"3","2016","MGP7060",6,60
"3","2016","MGP7112",6,107
"3","2016","MGP7121",6,98
"3","2016","MGP7123",4,80
"3","2016","MGP7130",4,66
"3","2016","MGP7136",3,63
"3","2016","MGP7140",2,29
"3","2016","MGP7150",2,24
"3","2016","MGP7180",1,12
"3","2016","MGP7206",1,17
"3","2016","MGP7208",1,23
"3","2016","MGP7211",1,5
"3","2016","MGP7216",2,26
"3","2016","MGP7220",1,15
"3","2016","MGP7900",2,35
"3","2016","MIC3240",1,8
"3","2016","MIC4220",1,10
"3","2016","MIC5120",1,12
"3","2016","MIC6120",1,8
"3","2016","MIC7345",1,4
"3","2016","MIG7036",1,6
"3","2016","MKG3300",24,1446
"3","2016","MKG4312",1,21
"3","2016","MKG4322",2,97
"3","2016","MKG5300",5,240
"3","2016","MKG5301",6,273
"3","2016","MKG5305",6,315
"3","2016","MKG5311",2,129
"3","2016","MKG5314",1,40
"3","2016","MKG5316",1,67
"3","2016","MKG5321",5,311
"3","2016","MKG5322",3,123
"3","2016","MKG5327",8,450
"3","2016","MKG5329",1,51
"3","2016","MKG5333",2,104
"3","2016","MKG5334",1,69
"3","2016","MKG5335",1,47
"3","2016","MKG5392",1,70
"3","2016","MKG8402",2,46
"3","2016","MKG8404",2,39
"3","2016","MKG8405",2,34
"3","2016","MKG8406",2,30
"3","2016","MKG8410",1,13
"3","2016","MKG8416",2,40
"3","2016","MKG8418",1,22
"3","2016","MOD1002",1,21
"3","2016","MOD1100",3,143
"3","2016","MOD1430",1,62
"3","2016","MOD1620",2,141
"3","2016","MOD2200",2,135
"3","2016","MOD3450",1,19
"3","2016","MOD3560",1,44
"3","2016","MOD3640",2,74
"3","2016","MOD5445",1,22
"3","2016","MOD5535",1,79
"3","2016","MOD5640",2,92
"3","2016","MOD5650",2,96
"3","2016","MOD6630",2,134
"3","2016","MOR5044",1,25
"3","2016","MOR504A",1,21
"3","2016","MOR5090",1,49
"3","2016","MOS5110",1,30
"3","2016","MOS5210",1,23
"3","2016","MSG8101",1,21
"3","2016","MSL6102",2,44
"3","2016","MSL652D",1,20
"3","2016","MSL6800",1,16
"3","2016","MSL9004",1,4
"3","2016","MUM2023",1,10
"3","2016","MUM3023",1,7
"3","2016","MUM4003",1,5
"3","2016","MUM4013",1,8
"3","2016","MUS1512",1,17
"3","2016","MUS160B",1,7
"3","2016","MUS160E",1,14
"3","2016","MUS1701",1,25
"3","2016","MUS170C",1,1
"3","2016","MUS180C",1,5
"3","2016","MUS1810",1,33
"3","2016","MUS1815",1,39
"3","2016","MUS1920",1,24
"3","2016","MUS2300",1,43
"3","2016","MUS260E",1,1
"3","2016","MUS360B",1,1
"3","2016","MUS360E",1,3
"3","2016","MUS360M",1,6
"3","2016","MUS360T",1,4
"3","2016","MUS370C",1,1
"3","2016","MUS3800",1,18
"3","2016","MUS380C",1,7
"3","2016","MUS3810",1,27
"3","2016","MUS3910",1,53
"3","2016","MUS460B",1,1
"3","2016","MUS460E",1,2
"3","2016","MUS460T",1,5
"3","2016","MUS4701",1,28
"3","2016","MUS470C",1,1
"3","2016","MUS4806",1,23
"3","2016","MUS4900",1,10
"3","2016","MUS570C",1,2
"3","2016","MUS580C",1,9
"3","2016","MUS5815",1,51
"3","2016","MUS605A",1,26
"3","2016","MUS6332",2,40
"3","2016","MUS660B",1,1
"3","2016","MUS660E",1,2
"3","2016","MUS660T",1,3
"3","2016","MUS6815",1,44
"3","2016","MUS685C",1,2
"3","2016","MUS7007",1,13
"3","2016","ORH1003",2,70
"3","2016","ORH1163",26,1422
"3","2016","ORH1200",8,438
"3","2016","ORH1250",1,53
"3","2016","ORH1600",22,1171
"3","2016","ORH1610",7,342
"3","2016","ORH1620",4,219
"3","2016","ORH1630",4,174
"3","2016","ORH1640",7,326
"3","2016","ORH2010",7,395
"3","2016","ORH2130",1,71
"3","2016","ORH2162",1,56
"3","2016","ORH2202",1,34
"3","2016","ORH2222",1,42
"3","2016","ORH2413",1,63
"3","2016","ORH3000",2,75
"3","2016","ORH3102",1,55
"3","2016","ORH3160",3,103
"3","2016","ORH3610",3,119
"3","2016","ORH3620",7,367
"3","2016","ORH3630",3,112
"3","2016","ORH4425",2,49
"3","2016","ORH5006",2,61
"3","2016","ORH5435",5,231
"3","2016","ORH5439",6,291
"3","2016","ORH5601",4,163
"3","2016","ORH5610",1,51
"3","2016","ORH5621",1,51
"3","2016","ORH6000",1,39
"3","2016","ORH6128",3,106
"3","2016","ORH6950",2,56
"3","2016","ORH7300",1,23
"3","2016","ORH7700",1,18
"3","2016","ORH7910",1,23
"3","2016","ORH7940",1,19
"3","2016","ORH8100",1,8
"3","2016","ORH8402",1,13
"3","2016","ORH8403",2,34
"3","2016","ORH8404",2,19
"3","2016","ORH8408",1,20
"3","2016","ORH8410",1,7
"2","2016","ORH8411",1,15
"3","2016","ORH8411",1,15
"3","2016","ORH8412",2,35
"3","2016","ORH8413",1,18
"3","2016","ORH8414",2,22
"3","2016","ORH8420",1,7
"3","2016","ORH9900",1,8
"3","2016","PHI1000",1,78
"3","2016","PHI1012",1,65
"3","2016","PHI1013",1,87
"3","2016","PHI1016",1,78
"3","2016","PHI2006",1,34
"3","2016","PHI4052",1,56
"3","2016","PHI4261",1,15
"3","2016","PHI4333",1,51
"3","2016","PHI4348",1,46
"3","2016","PHI5059",1,46
"3","2016","PHY1661",1,48
"3","2016","PHY1741",1,39
"3","2016","PHY2672",1,64
"3","2016","PHY3666",1,21
"3","2016","PHY3670",1,40
"3","2016","POL1000",1,207
"3","2016","POL1001",1,67
"3","2016","POL1102",1,57
"3","2016","POL1300",2,141
"3","2016","POL1350",1,80
"3","2016","POL1400",3,343
"3","2016","POL1501",3,233
"3","2016","POL1600",2,234
"3","2016","POL1800",3,197
"3","2016","POL1900",1,147
"3","2016","POL3085",1,38
"3","2016","POL3811",1,124
"3","2016","POL4043",1,39
"3","2016","POL4071",1,31
"3","2016","POL4090",1,37
"3","2016","POL4111",1,33
"3","2016","POL4122",1,22
"3","2016","POL4132",1,38
"3","2016","POL4142",1,96
"3","2016","POL4212",1,63
"3","2016","POL4441",1,57
"3","2016","POL4470",1,54
"3","2016","POL4492",1,82
"3","2016","POL4701",1,55
"3","2016","POL4711",1,42
"3","2016","POL4750",1,41
"3","2016","POL4762",1,64
"3","2016","POL4780",1,53
"3","2016","POL4801",1,79
"3","2016","POL4812",1,21
"3","2016","POL4860",1,18
"3","2016","POL540N",1,29
"3","2016","POL5410",1,70
"3","2015","POL5441",1,30
"3","2016","POL5441",1,37
"3","2016","POL5445",1,54
"3","2016","POL5455",1,42
"3","2016","POL5510",1,107
"3","2016","POL5905",1,27
"3","2016","POL5911",1,60
"3","2016","POL5930",1,34
"3","2016","POL8006",1,14
"3","2016","POL8125",1,7
"3","2016","POL8134",1,14
"3","2016","POL8280",1,16
"3","2016","POL8285",1,11
"3","2016","POL8302",1,14
"3","2016","POL8310",1,18
"3","2016","POL8510",1,15
"3","2016","POL9010",1,6
"3","2016","POM2002",1,25
"3","2016","POM2003",1,9
"3","2016","PRM1001",2,104
"3","2016","PRM1111",1,6
"3","2016","PRM1212",1,28
"3","2016","PRM1515",1,30
"3","2016","PRM3001",2,21
"3","2016","PRM3002",1,11
"3","2016","PRM3003",1,6
"3","2016","PRM3004",1,21
"3","2016","PRM3011",1,17
"3","2016","PRM3016",1,19
"3","2016","PRM3501",1,31
"3","2016","PRM402X",1,7
"3","2016","PSM4300",1,201
"3","2016","PSM4601",1,28
"3","2016","PSM4603",1,33
"3","2016","PSM4606",1,20
"3","2016","PSY2634",2,135
"3","2016","PSY2654",2,88
"3","2016","PSY2682",1,87
"3","2016","PSY4000",2,210
"3","2016","PSY4020",1,38
"3","2016","PSY4031",1,58
"3","2016","PSY4040",1,191
"3","2016","PSY4050",1,129
"3","2016","PSY4060",1,104
"3","2016","PSY4080",1,178
"3","2016","PSY4090",1,123
"3","2016","PSY4100",2,285
"3","2016","PSY4110",1,178
"3","2016","PSY4160",1,108
"3","2016","PSY4170",3,266
"3","2016","PSY4181",1,111
"3","2016","PSY4190",1,149
"3","2016","PSY4401",1,93
"3","2016","PSY4402",1,59
"3","2016","PSY5070",1,22
"3","2016","PSY5120",1,21
"3","2016","PSY5221",1,35
"3","2016","PSY5770",1,7
"3","2016","PSY5880",1,35
"3","2016","PSY5891",1,20
"3","2016","PSY5903",1,10
"3","2016","PSY7000",1,18
"3","2016","PSY7102",1,17
"3","2016","PSY7103",1,23
"3","2016","PSY7104",1,11
"3","2016","PSY7106",1,27
"3","2016","PSY7123",1,16
"3","2016","PSY7126",1,6
"3","2016","PSY7127",1,30
"3","2016","PSY7129",1,21
"3","2016","PSY7131",1,18
"3","2016","PSY7133",1,14
"3","2016","PSY7135",1,17
"3","2016","PSY7136",1,12
"3","2016","PSY7138",1,3
"3","2016","PSY7500",1,56
"3","2016","PSY7501",1,48
"3","2016","PSY7514",1,43
"3","2016","PSY7603",1,24
"3","2016","PSY7803",1,19
"3","2016","PSY8311",1,11
"3","2016","PSY8412",1,35
"3","2016","PSY8414",1,22
"3","2016","PSY843A",1,32
"3","2016","PSY843E",1,7
"3","2016","PSY843H",1,14
"3","2016","PSY843N",1,10
"3","2016","PSY843Y",1,14
"3","2016","PSY9110",1,13
"3","2016","PSY9221",1,22
"3","2016","PSY9222",1,13
"3","2016","PSY9319",1,5
"3","2016","PSY9325",1,16
"3","2016","PSY9421",1,18
"3","2016","PSY9531",1,5
"3","2016","PTG1230",1,40
"3","2016","REL1050",1,80
"3","2016","REL1146",1,26
"3","2016","REL1350",1,88
"3","2016","REL1810",1,30
"3","2016","REL2206",1,71
"3","2016","REL2217",1,32
"3","2016","REL2319",1,103
"3","2016","REL231C",1,9
"3","2016","REL2614",1,113
"3","2016","REL751A",1,4
"3","2016","REL7601",1,10
"3","2016","REL8000",1,10
"3","2016","RUS1360",1,39
"3","2016","SCA4662",1,7
"3","2016","SCA7001",1,8
"3","2016","SCA7043",1,7
"3","2016","SCO1002",2,95
"3","2016","SCO1240",10,511
"3","2016","SCO1250",23,1291
"3","2016","SCO1700",1,37
"3","2016","SCO2000",8,474
"3","2016","SCO2001",7,345
"3","2016","SCO2240",7,302
"3","2016","SCO3001",5,267
"3","2016","SCO3003",4,228
"3","2016","SCO3006",7,376
"3","2016","SCO3008",8,409
"3","2016","SCO3240",8,331
"3","2016","SCO4004",4,224
"3","2016","SCO4008",8,366
"3","2016","SCO4240",4,223
"3","2016","SCO4540",1,39
"3","2016","SCO5001",4,230
"3","2016","SCO5003",3,149
"3","2016","SCO5004",5,275
"3","2016","SCO5240",6,291
"3","2016","SCO5321",1,50
"3","2016","SCO6004",3,128
"3","2016","SCO6006",3,152
"3","2016","SCO6008",3,177
"3","2016","SCO6240",3,166
"3","2016","SCO7311",3,66
"3","2016","SCO7312",3,88
"2","2015","SCO7312",1,28
"3","2016","SCO7313",5,110
"3","2016","SCO7314",5,111
"3","2016","SCO7351",3,61
"3","2016","SCO7352",3,67
"3","2016","SCO7353",1,19
"3","2016","SCO8200",2,27
"3","2016","SCO8205",1,19
"3","2016","SCO8215",1,26
"3","2016","SCO8231",1,23
"3","2016","SCO8233",1,14
"3","2016","SCO8240",1,27
"3","2016","SCO8265",1,7
"3","2016","SCO8275",1,8
"3","2016","SCO8514",2,34
"3","2016","SCO8701",2,27
"3","2016","SCT1002",1,68
"3","2016","SCT1060",1,15
"3","2016","SCT1082",1,55
"3","2016","SCT1115",1,60
"3","2016","SCT1210",1,75
"3","2016","SCT2291",1,35
"3","2016","SCT2501",1,29
"3","2016","SCT3010",1,38
"3","2016","SCT3210",1,42
"3","2016","SCT3221",1,34
"3","2016","SCT3430",1,40
"3","2016","SCT4111",1,31
"3","2016","SCT4320",1,48
"3","2016","SCT5330",1,34
"3","2016","SCT5901",1,19
"3","2016","SCT6321",1,26
"3","2016","SCT7001",1,12
"3","2016","SCT7101",1,10
"3","2016","SCT7300",1,28
"3","2016","SCT8161",1,3
"3","2016","SCT8256",1,5
"3","2016","SCT8300",1,20
"3","2016","SCT8321",1,7
"3","2016","SCT8416",1,11
"3","2016","SCT8440",1,19
"3","2016","SEM8110",1,6
"3","2016","SEM8850",1,4
"3","2016","SEN1105",1,24
"3","2016","SEX1103",1,54
"3","2016","SEX1117",2,114
"3","2016","SEX1210",4,171
"3","2016","SEX2104",2,122
"3","2016","SEX2105",2,136
"3","2016","SEX2113",5,128
"3","2016","SEX2201",3,91
"3","2016","SEX3103",1,51
"3","2016","SEX3104",2,79
"3","2016","SEX3109",1,19
"3","2016","SEX8210",1,18
"3","2016","SEX8220",1,15
"3","2016","SEX8230",1,14
"3","2016","SEX8405",2,18
"3","2016","SHM4000",1,82
"3","2016","SHM5001",1,34
"3","2016","SOC1006",2,151
"3","2016","SOC1011",1,28
"3","2016","SOC1014",2,106
"3","2016","SOC1021",1,57
"3","2016","SOC1037",1,90
"3","2016","SOC2102",3,76
"3","2016","SOC2250",1,71
"3","2016","SOC2325",1,57
"3","2016","SOC2610",1,55
"3","2016","SOC3052",1,68
"3","2016","SOC3130",1,39
"3","2016","SOC3206",3,59
"3","2016","SOC3291",1,36
"3","2016","SOC3350",1,54
"3","2016","SOC4206",2,52
"3","2016","SOC5280",3,65
"3","2016","SOC6125",1,56
"3","2016","SOC6204",1,51
"3","2016","SOC6213",2,131
"3","2016","SOC6312",1,82
"3","2016","SOC672H",1,22
"3","2016","SOC672W",1,41
"3","2016","SOC8225",1,12
"3","2016","SOC8625",1,15
"3","2016","SOC8645",1,13
"3","2016","SOC8695",1,6
"3","2016","SOC8712",1,9
"3","2016","SOC8725",1,15
"3","2016","SOC9001",1,7
"3","2016","SOC9004",1,6
"3","2016","STA9850",1,12
"3","2016","STT1000",1,36
"3","2016","STT2000",1,56
"3","2016","STT2010",1,25
"3","2016","STT2100",1,20
"3","2016","STT3100",1,5
"3","2016","STT3120",1,11
"3","2016","TEL1170",1,48
"3","2016","TEL4165",1,18
"3","2016","TRS1020",2,111
"3","2016","TRS1025",5,168
"3","2016","TRS1030",4,91
"3","2016","TRS1117",1,14
"3","2016","TRS1120",3,141
"3","2016","TRS1305",3,172
"3","2016","TRS1700",1,42
"3","2016","TRS2050",3,137
"3","2016","TRS2100",2,73
"3","2016","TRS2150",3,140
"3","2016","TRS2280",3,88
"3","2016","TRS2550",2,52
"3","2016","TRS2650",1,30
"3","2016","TRS3015",1,53
"3","2016","TRS3025",2,88
"3","2016","TRS3150",1,41
"3","2016","TRS3250",1,57
"3","2016","TRS3450",1,43
"3","2016","TRS6300",3,61
"3","2016","TRS6305",3,61
"3","2016","TRS6705",1,26
"3","2016","TRS8200",3,35
"3","2016","TRS8205",3,31
"3","2016","TRS8430",1,8
"3","2016","TRS8920",1,13
