"registrim","regisannee","sigle","nbcours","etudiants"
"3","2016","COM1115","1","33"
"1","2017","COM1125","2","67"
"1","2017","COM1151","4","184"
"1","2017","COM1153","1","26"
"1","2017","COM1170","1","51"
"1","2017","COM1422","2","73"
"1","2017","COM1433","1","35"
"1","2017","COM1613","1","27"
"1","2017","COM1623","1","34"
"1","2017","COM1626","1","40"
"1","2017","COM1627","3","119"
"1","2017","COM1628","2","55"
"1","2017","COM1629","2","55"
"1","2017","COM1630","2","93"
"1","2017","COM1633","1","48"
"1","2017","COM2668","2","47"
"1","2017","COM3104","1","122"
"1","2017","COM3106","2","81"
"1","2017","COM3112","2","90"
"1","2017","COM3113","1","46"
"1","2017","COM3114","1","56"
"1","2017","COM3121","1","58"
"1","2017","COM3135","1","43"
"1","2017","COM3215","3","96"
"1","2017","COM3400","1","61"
"1","2017","COM4065","7","249"
"1","2017","COM5048","1","65"
"1","2017","COM5055","2","77"
"1","2017","COM5115","1","60"
"1","2017","COM6065","1","71"
"1","2017","COM6070","1","88"
"1","2017","COM6200","1","14"
"1","2017","COM7016","1","16"
"1","2017","COM7017","1","19"
"1","2017","COM7018","1","10"
"1","2017","COM7202","1","13"
"1","2017","COM7607","1","17"
"1","2017","COM7814","1","9"
"1","2017","COM8125","1","10"
"1","2016","DAM4411","1","12"
"1","2017","DAM4411","1","13"
"1","2017","DAN1022","1","35"
"1","2017","DAN2040","1","36"
"1","2017","DAN7100","1","21"
"1","2017","DAN785K","1","11"
"1","2017","DAN8002","1","12"
"1","2017","DCM7161","1","17"
"1","2017","DCM7162","1","17"
"1","2017","DCM7611","1","16"
"1","2017","DDD1080","1","23"
"1","2017","DDD2070","1","33"
"1","2017","DDD2090","1","23"
"1","2017","DDD2100","4","173"
"1","2017","DDD2590","1","15"
"1","2017","DDD2680","1","18"
"1","2017","DDD3230","1","145"
"1","2017","DDD3410","2","126"
"1","2017","DDD3511","3","131"
"1","2017","DDD3513","1","48"
"1","2017","DDD3650","8","207"
"1","2017","DDD3891","1","35"
"1","2017","DDD4321","1","48"
"1","2017","DDD4590","1","20"
"1","2017","DDD4650","1","50"
"1","2017","DDD7030","1","18"
"1","2017","DDD7240","1","13"
"1","2017","DDD7601","3","65"
"1","2017","DDD7630","1","20"
"1","2017","DDD7650","2","27"
"1","2017","DDD7692","3","57"
"1","2017","DDD7696","1","15"
"1","2017","DDD828F","1","14"
"1","2017","DDD828J","1","24"
"1","2017","DDD8523","1","16"
"1","2017","DDD8530","2","27"
"1","2017","DDD8543","1","16"
"1","2017","DDD9651","1","10"
"1","2017","DDD9661","1","10"
"1","2017","DDD9681","1","7"
"1","2017","DDL1131","1","30"
"1","2017","DDL1232","1","38"
"1","2017","DDL1251","2","73"
"1","2017","DDL2175","2","112"
"1","2017","DDL2176","1","41"
"1","2017","DDL2233","1","31"
"1","2017","DDL2236","1","27"
"1","2017","DDL2239","1","32"
"1","2017","DDL2242","2","68"
"1","2017","DDL2243","2","65"
"1","2017","DDL2244","1","63"
"1","2017","DDL2512","1","54"
"1","2017","DDL2735","4","215"
"1","2017","DDL3231","1","22"
"1","2017","DDL3320","1","44"
"1","2017","DDL3338","1","25"
"1","2017","DDL3410","2","70"
"1","2017","DDL3726","1","43"
"1","2017","DDL4630","1","34"
"1","2017","DDL4645","1","34"
"1","2017","DDL5735","4","205"
"1","2017","DDL6000","3","133"
"1","2017","DDL6410","2","54"
"1","2017","DDL8000","1","16"
"1","2017","DDL8010","1","3"
"1","2017","DDL8120","2","23"
"1","2017","DDL8131","1","20"
"1","2017","DDL8233","1","11"
"1","2017","DDL8263","1","15"
"1","2017","DDL840B","1","14"
"1","2017","DDL8532","3","51"
"1","2017","DDL8533","1","23"
"1","2017","DDL8534","1","16"
"1","2017","DDM1202","6","200"
"1","2017","DDM1600","13","223"
"1","2017","DDM2600","10","176"
"1","2017","DDM2650","1","177"
"1","2017","DDM2655","1","11"
"1","2017","DDM3510","1","31"
"1","2017","DDM3551","2","202"
"1","2017","DDM4292","1","23"
"1","2017","DDM4600","10","176"
"1","2017","DDM4650","1","163"
"1","2017","DDM4655","7","168"
"1","2017","DES2211","3","74"
"1","2017","DES4630","2","40"
"1","2017","DES4650","2","99"
"1","2017","DES5571","1","26"
"1","2017","DES6620","2","85"
"1","2017","DES663B","1","21"
"1","2017","DES7204","1","10"
"1","2017","DES8005","1","6"
"1","2017","DIC938L","1","8"
"1","2017","DLS1302","2","49"
"1","2017","DLS4308","1","38"
"1","2017","DLS4608","1","9"
"1","2017","DLS4708","1","7"
"1","2017","DLS4808","1","40"
"1","2017","DLS4918","1","2"
"1","2017","DME9001","1","33"
"1","2017","DSA7020","1","10"
"1","2017","DSR2010","14","659"
"1","2017","DSR3010","1","44"
"1","2017","DSR3120","1","214"
"1","2017","DSR4700","3","173"
"1","2017","DSR4980","1","38"
"1","2017","DSR5100","13","622"
"1","2017","DSR5560","2","74"
"1","2017","DSR5931","1","47"
"1","2017","DSR5970","1","51"
"1","2017","DSR5983","1","52"
"1","2017","DSR6102","2","80"
"1","2017","DSR6105","2","68"
"1","2017","DSR6200","1","53"
"1","2017","DSR6307","1","40"
"1","2017","DSR6308","1","45"
"1","2017","DSR6720","1","58"
"1","2017","DSR6985","1","56"
"1","2017","DSR7620","1","23"
"1","2017","DSR8200","1","33"
"1","2017","DSR8407","1","35"
"1","2017","DSR8415","1","20"
"2","2017","DSR8416","1","15"
"1","2017","ECO0115","1","15"
"1","2017","ECO1003","1","67"
"1","2017","ECO1012","2","126"
"1","2017","ECO1022","2","104"
"1","2017","ECO1055","1","43"
"1","2017","ECO1061","2","161"
"1","2017","ECO1081","2","84"
"1","2017","ECO1300","19","1038"
"1","2017","ECO1470","1","34"
"1","2017","ECO1492","1","52"
"1","2017","ECO2012","1","41"
"1","2017","ECO2022","1","50"
"1","2017","ECO2045","1","37"
"1","2017","ECO2272","1","43"
"1","2017","ECO2400","21","1073"
"1","2017","ECO3012","1","31"
"1","2017","ECO3022","1","28"
"1","2017","ECO3310","1","72"
"1","2017","ECO3400","1","54"
"1","2017","ECO3471","1","42"
"1","2017","ECO3550","2","87"
"1","2017","ECO3811","1","35"
"1","2017","ECO5072","1","32"
"1","2017","ECO5272","1","10"
"1","2017","ECO5550","1","23"
"1","2017","ECO8005","1","5"
"1","2017","ECO8025","1","3"
"1","2017","ECO8041","2","49"
"1","2017","ECO8402","2","29"
"1","2017","ECO8530","1","27"
"1","2017","ECO8600","1","22"
"1","2017","ECO8601","1","17"
"1","2017","ECO9001","1","6"
"1","2017","ECO9035","1","6"
"1","2017","EDM1001","1","51"
"1","2017","EDM1501","2","122"
"1","2017","EDM2005","1","54"
"1","2017","EDM2010","2","58"
"1","2017","EDM2015","1","61"
"1","2017","EDM2503","1","24"
"1","2017","EDM2515","1","52"
"1","2017","EDM2854","1","29"
"1","2017","EDM2856","1","35"
"1","2017","EDM3067","3","77"
"1","2017","EDM3133","1","33"
"1","2017","EDM3210","1","73"
"1","2017","EDM3247","1","44"
"1","2017","EDM3404","1","40"
"1","2017","EDM3530","1","29"
"1","2017","EDM3555","1","45"
"1","2017","EDM3600","1","43"
"1","2017","EDM3602","1","49"
"1","2017","EDM3841","2","49"
"1","2017","EDM4030","1","10"
"1","2017","EDM4112","1","29"
"1","2017","EDM4302","1","27"
"1","2017","EDM4500","1","61"
"1","2017","EDM4521","1","52"
"1","2017","EDM4522","1","48"
"1","2017","EDM4523","1","32"
"1","2017","EDM4550","1","51"
"1","2017","EDM7108","1","5"
"1","2017","EDM7109","1","11"
"1","2017","EDM7702","1","15"
"1","2017","EFA1016","1","56"
"1","2017","EFA1020","1","48"
"1","2017","EFA3000","1","40"
"1","2017","EFA4626","1","36"
"1","2017","EFA7950","1","13"
"1","2017","EFA7968","1","9"
"1","2017","EFS7211","1","13"
"1","2017","EFS7221","1","6"
"1","2017","EFS7231","1","10"
"1","2017","EFS8020","1","8"
"1","2017","EMB7010","1","3"
"1","2017","EMB7015","1","2"
"1","2017","EMB7020","1","8"
"1","2017","ENV7120","1","12"
"1","2017","ENV7140","1","15"
"1","2017","ENV7200","1","8"
"1","2017","ENV7240","1","6"
"1","2017","ENV7501","1","3"
"1","2017","ENV7515","1","13"
"1","2017","ENV7610","1","12"
"1","2017","ENV773I","1","13"
"1","2017","ENV9301","1","7"
"1","2017","ENV9501","1","13"
"1","2017","EPA9003","1","9"
"1","2017","EPA903D","1","7"
"1","2017","ERG7001","1","17"
"1","2017","ERG7006","1","16"
"1","2017","ERG8300","1","11"
"1","2017","ERG8400","1","10"
"1","2017","ESG1114","1","68"
"1","2017","ESG3200","1","24"
"1","2017","ESG503B","1","18"
"1","2017","ESG600N","1","20"
"1","2017","ESG6191","1","28"
"1","2017","ESG6230","1","21"
"1","2017","ESM3255","3","37"
"1","2017","ESM3455","2","28"
"1","2016","ESM3455","1","16"
"1","2017","ESM3555","1","25"
"1","2017","ESM3999","1","13"
"1","2017","ESM6250","1","34"
"1","2017","ESM6450","1","21"
"1","2017","ESM6950","1","21"
"1","2017","ESP1000","6","228"
"1","2017","ESP1200","3","97"
"1","2017","ESP2000","1","37"
"1","2017","ESP2200","1","30"
"1","2017","ESP2300","1","23"
"1","2017","ESP2700","1","20"
"1","2017","ESP2800","1","19"
"1","2017","ESP3300","1","13"
"1","2017","EST102A","1","24"
"1","2017","EST1195","1","34"
"1","2017","EST1400","1","71"
"1","2017","EST171A","1","27"
"1","2017","EST2160","1","20"
"1","2017","EST2280","1","22"
"1","2017","EST2410","1","30"
"1","2017","EST3210","1","13"
"1","2017","EST3293","1","17"
"1","2017","EST3300","1","27"
"1","2017","EST3330","1","19"
"1","2017","EST3340","1","14"
"1","2017","EST3450","1","15"
"1","2017","EST4126","1","7"
"1","2017","EST5023","1","17"
"1","2017","EST7630","1","16"
"1","2017","EST850A","1","12"
"1","2017","EUR8216","1","15"
"1","2017","EUR8458","1","15"
"1","2017","EUR8970","1","3"
"1","2017","EUR8980","1","13"
"1","2017","EUR9232","2","12"
"1","2017","EUT1011","1","49"
"1","2017","EUT1012","1","27"
"1","2017","EUT1014","2","64"
"1","2017","EUT1015","2","63"
"1","2017","EUT1017","1","28"
"1","2017","EUT1021","1","50"
"1","2017","EUT1032","1","63"
"1","2017","EUT1041","1","81"
"1","2017","EUT1051","1","69"
"1","2017","EUT1061","1","41"
"1","2017","EUT1071","1","33"
"1","2017","EUT1072","3","272"
"1","2017","EUT1123","1","41"
"1","2017","EUT3018","1","40"
"1","2017","EUT3112","2","70"
"1","2017","EUT3113","2","69"
"1","2017","EUT4021","1","44"
"1","2017","EUT4051","1","10"
"1","2017","EUT4515","2","36"
"1","2017","EUT5020","1","47"
"1","2017","EUT5025","1","49"
"1","2017","EUT5045","1","49"
"1","2017","EUT5050","1","53"
"1","2017","EUT5106","1","34"
"1","2017","EUT5111","1","37"
"1","2017","EUT5120","1","29"
"1","2017","EUT5201","1","7"
"1","2017","EUT5202","1","1"
"1","2017","EUT5505","1","37"
"1","2017","EUT5506","1","25"
"1","2017","EUT5507","1","45"
"1","2017","FAM1110","1","82"
"1","2017","FAM1202","1","86"
"1","2017","FAM1501","2","124"
"1","2017","FAM2005","1","28"
"1","2017","FAM4006","1","18"
"1","2017","FCM100T","1","61"
"1","2017","FCM1413","1","31"
"1","2017","FCM2872","1","46"
"1","2017","FCM3240","2","160"
"1","2017","FCM5400","1","24"
"1","2017","FCM7109","1","21"
"1","2017","FCM7110","1","27"
"1","2017","FCM7111","1","10"
"1","2017","FCM918M","1","10"
"1","2017","FEM1000","1","91"
"1","2017","FEM1200","1","25"
"1","2017","FEM300C","1","67"
"1","2017","FEM5000","1","31"
"1","2017","FEM7000","1","13"
"1","2017","FEM9000","1","14"
"1","2017","FFM3500","1","5"
"1","2017","FIN3500","18","964"
"1","2017","FIN3530","1","66"
"1","2017","FIN4010","1","53"
"1","2017","FIN5401","1","59"
"1","2017","FIN5510","1","53"
"1","2017","FIN5521","2","102"
"1","2016","FIN5521","1","38"
"1","2017","FIN5523","2","109"
"1","2017","FIN5525","1","56"
"1","2017","FIN5550","2","115"
"1","2017","FIN5570","4","187"
"1","2017","FIN5580","3","162"
"1","2017","FIN5590","1","57"
"1","2017","FIN6520","1","29"
"1","2017","FIN8310","1","11"
"1","2017","FIN8503","1","12"
"1","2017","FIN8507","1","7"
"1","2017","FIN8517","1","21"
"1","2017","FIN8611","1","10"
"1","2017","FIN8612","1","24"
"1","2017","FIN8617","1","13"
"1","2017","FIN8620","2","39"
"1","2017","FIN8630","1","24"
"1","2017","FIN8670","1","18"
"1","2017","FLE0010","2","30"
"1","2017","FLE0011","2","30"
"1","2017","FLE0020","1","16"
"1","2017","FLE0021","2","32"
"1","2017","FLS0200","2","66"
"1","2017","FLS0400","1","51"
"1","2017","FLS0500","2","64"
"1","2017","FLS0600","2","52"
"1","2017","FLS1000","1","33"
"1","2017","FLS2100","1","42"
"1","2017","FLS2210","2","68"
"1","2017","FLS2300","1","42"
"1","2017","FLS2400","1","32"
"1","2017","FLS2510","2","71"
"1","2017","FLS2610","2","64"
"1","2017","FLS2800","1","42"
"1","2017","FLS3510","1","52"
"1","2017","FLS3610","1","57"
"1","2017","FPD5010","1","8"
"1","2017","FPD5011","1","4"
"1","2017","FPE1200","2","80"
"1","2017","FPE2150","4","200"
"1","2017","FPE2170","1","14"
"1","2017","FPE2250","2","89"
"1","2017","FPE2560","1","29"
"1","2017","FPE3050","6","272"
"1","2017","FPE4250","3","153"
"1","2017","FPE4510","2","91"
"1","2017","FPE4520","3","152"
"1","2017","FPE7001","2","26"
"1","2017","FPE7003","1","12"
"1","2017","FPE7006","2","31"
"1","2017","FPE7010","1","6"
"1","2017","FPE7021","2","24"
"1","2017","FPE7031","1","8"
"3","2016","FPE7095","1","15"
"1","2017","FPE7150","1","17"
"1","2017","FPE7155","3","48"
"1","2017","FPE7221","3","43"
"1","2017","FPE7261","1","9"
"1","2017","FPE7421","1","15"
"1","2017","FPE7550","2","31"
"1","2017","FPE7551","2","28"
"1","2017","FPE7812","1","8"
"1","2017","FPE7816","1","18"
"1","2017","FPE7822","1","20"
"1","2017","FPE7910","1","13"
"1","2017","FPT1521","1","38"
"1","2017","FPT1530","1","46"
"1","2017","FPT1550","1","38"
"1","2017","FPT2520","1","28"
"1","2017","FPT2531","1","52"
"1","2017","FPT2532","1","42"
"1","2017","FPT2540","1","43"
"1","2017","FPT3007","1","32"
"1","2017","FPT3510","1","46"
"1","2017","FSM4000","1","62"
"1","2017","GEO1110","1","18"
"1","2017","GEO1120","1","67"
"1","2017","GEO2032","1","33"
"1","2017","GEO2093","1","45"
"1","2017","GEO2100","1","91"
"1","2017","GEO2200","1","47"
"1","2017","GEO2600","2","52"
"1","2017","GEO2803","1","36"
"1","2017","GEO3703","1","10"
"1","2017","GEO4005","1","29"
"1","2017","GEO4032","1","12"
"1","2017","GEO4062","1","10"
"1","2017","GEO4091","1","52"
"1","2017","GEO4151","1","27"
"1","2017","GEO5032","1","17"
"1","2017","GEO5041","1","32"
"1","2017","GEO5502","1","20"
"1","2017","GEO6200","1","26"
"1","2017","GEO6300","1","40"
"1","2017","GEO7015","1","10"
"1","2017","GEO7521","1","27"
"1","2017","GEO7531","1","22"
"1","2017","GEO7631","1","24"
"1","2017","GEO7701","1","14"
"1","2017","GEO7800","1","5"
"1","2017","GEO8011","1","18"
"1","2017","GEO8271","1","18"
"1","2017","GEO8340","1","20"
"1","2017","GEO8581","1","2"
"1","2017","GEO8601","1","5"
"1","2017","GEO8621","1","7"
"1","2017","GEO8735","1","19"
"1","2017","GEO8831","1","4"
"1","2017","GHR1001","1","11"
"1","2017","GHR1002","1","1"
"1","2017","GHR2100","1","53"
"1","2017","GHR3100","1","17"
"1","2017","GHR3300","1","40"
"1","2017","GHR4000","1","18"
"1","2017","GHR4100","1","20"
"1","2017","GHR4301","1","20"
"1","2017","GHR4400","1","37"
"1","2017","GHR5800","1","21"
"1","2017","GHR6301","1","19"
"1","2017","GHR6501","1","20"
"1","2017","GHR6801","1","4"
"1","2017","HAM3830","1","22"
"1","2017","HAM5810","1","29"
"1","2017","HAR1090","1","82"
"1","2017","HAR1405","1","42"
"1","2017","HAR1420","1","62"
"1","2017","HAR1425","1","62"
"1","2017","HAR1430","1","35"
"1","2017","HAR1435","1","48"
"1","2017","HAR1450","1","33"
"1","2017","HAR1460","1","42"
"1","2017","HAR1475","1","24"
"1","2017","HAR2644","1","34"
"1","2017","HAR4405","1","16"
"1","2017","HAR4415","1","42"
"1","2017","HAR4535","1","51"
"1","2017","HAR4560","1","35"
"1","2017","HAR4615","1","63"
"1","2017","HAR4725","1","59"
"1","2017","HAR8040","1","9"
"1","2017","HAR810C","1","14"
"1","2017","HAR816C","1","8"
"1","2017","HAR820C","1","8"
"1","2017","HIS1100","2","45"
"1","2017","HIS2060","2","55"
"1","2017","HIS2081","1","27"
"1","2017","HIS2100","1","96"
"1","2017","HIS2210","1","99"
"1","2017","HIS2250","1","88"
"1","2017","HIS2430","1","66"
"1","2017","HIS2505","1","95"
"1","2017","HIS2515","1","78"
"1","2017","HIS2610","1","87"
"1","2017","HIS4110","1","46"
"1","2017","HIS4163","1","70"
"1","2017","HIS4165","1","40"
"1","2017","HIS4205","1","42"
"1","2017","HIS4211","1","19"
"1","2017","HIS4219","1","39"
"1","2017","HIS4313","1","33"
"1","2017","HIS4316","1","22"
"1","2017","HIS4332","1","34"
"1","2017","HIS4345","1","45"
"1","2017","HIS4359","1","49"
"1","2017","HIS4405","1","50"
"1","2017","HIS4477","1","113"
"1","2017","HIS4478","1","35"
"1","2017","HIS4487","1","46"
"1","2017","HIS4502","1","32"
"1","2017","HIS4524","1","39"
"1","2017","HIS4530","1","31"
"1","2017","HIS4585","1","45"
"1","2017","HIS4593","1","58"
"1","2017","HIS4619","1","39"
"1","2017","HIS4621","1","42"
"1","2017","HIS4622","1","48"
"1","2017","HIS4665","1","71"
"1","2017","HIS4666","1","26"
"1","2017","HIS4722","1","18"
"1","2017","HIS4810","1","37"
"1","2017","HIS518E","1","22"
"1","2017","HIS528E","1","18"
"1","2017","HIS5299","1","12"
"1","2017","HIS559A","1","22"
"1","2017","HIS6002","1","8"
"1","2017","HIS7009","1","15"
"1","2017","HIS7036","1","10"
"1","2017","HIS7040","1","6"
"1","2017","HIS7061","1","4"
"1","2017","HIS708D","1","5"
"1","2017","HIS9052","1","11"
"1","2017","INF0326","1","31"
"1","2017","INF1026","1","36"
"1","2017","INF1120","3","207"
"1","2017","INF1130","2","126"
"1","2017","INF1256","2","68"
"1","2017","INF2005","1","68"
"1","2017","INF2015","1","71"
"1","2017","INF2120","2","134"
"1","2017","INF2160","1","44"
"1","2017","INF3005","1","59"
"1","2017","INF3105","1","60"
"1","2017","INF3135","1","47"
"1","2017","INF3172","1","66"
"1","2017","INF3270","1","52"
"1","2017","INF4170","2","51"
"1","2017","INF4211","2","75"
"1","2017","INF5000","1","6"
"1","2017","INF5151","1","55"
"1","2017","INF5153","1","47"
"1","2017","INF5180","1","45"
"1","2017","INF5270","1","25"
"1","2017","INF6150","1","23"
"3","2016","INF6150","1","25"
"1","2017","INF7115","1","16"
"1","2017","INF7210","1","14"
"1","2017","INF7370","1","23"
"1","2017","INF7641","1","4"
"1","2017","INF8214","1","8"
"1","2017","INF8650","1","4"
"1","2017","INF8750","1","21"
"1","2017","INF8881","1","34"
"1","2017","INF8883","1","7"
"1","2017","INF8884","1","10"
"1","2017","ING2000","1","9"
"1","2017","ING2120","1","3"
"1","2017","ING2500","1","5"
"1","2017","INM5001","1","21"
"1","2017","ISS9001","1","10"
"1","2017","ISS9410","1","4"
"1","2017","ISS9500","1","6"
"1","2017","JPN1100","2","87"
"1","2017","JPN1110","1","54"
"1","2017","JPN1200","1","27"
"1","2017","JPN1210","1","20"
"1","2017","JPN1300","1","14"
"1","2017","JPN1500","1","17"
"1","2017","JUR1020","1","62"
"1","2017","JUR1031","19","1080"
"1","2017","JUR1041","1","42"
"1","2017","JUR1042","1","61"
"1","2017","JUR1045","3","93"
